id,uniprot,gene,chrom,start,end
Q99988,Q99988,9518,,,
P62380,P62380,9519,,,
P28907,P28907,952,,,
P55786,P55786,9520,,,
O43324,O43324,9521,,,
Q9NZ01,Q9NZ01,9524,,,
O75351,O75351,9525,,,
O75352,O75352,9526,,,
O95249,O95249,9527,,,
Q9UL15,Q9UL15,9529,,,
P49961,P49961,953,,,
O95429,O95429,9530,,,
O95817,O95817,9531,,,
O95816,O95816,9532,,,
O15160,O15160,9533,,,
A0A087WZJ7,A0A087WZJ7,9534,,,
O14684,O14684,9536,,,
O14681,O14681,9538,,,
Q9Y5L3,Q9Y5L3,954,,,
Q53FA7,Q53FA7,9540,,,
Q86X95,Q86X95,9541,,,
O14511,O14511,9542,,,
O95716,O95716,9545,,,
O95715,O95715,9547,,,
O75354,O75354,955,,,
O75348,O75348,9550,,,
P56134,P56134,9551,,,
O75394,O75394,9553,,,
O75396,O75396,9554,,,
O75367,O75367,9555,,,
P56378,P56378,9556,,,
O75436,O75436,9559,,,
O75355,O75355,956,,,
Q8NHW4,Q8NHW4,9560,,,
Q9UNW1,Q9UNW1,9562,,,
R4GMU1,R4GMU1,9563,,,
P56945,P56945,9564,,,
O75899,O75899,9568,,,
Q9BYV8,Q9BYV8,95681,,,
Q9UHL9,Q9UHL9,9569,,,
O75356,O75356,957,,,
O14653,O14653,9570,,,
P20393,P20393,9572,,,
Q9NR23,Q9NR23,9573,,,
Q3ZCT4,Q3ZCT4,9575,,,
Q9NXR7,Q9NXR7,9577,,,
Q9Y5S2,Q9Y5S2,9578,,,
Q6P2H9,Q6P2H9,958,,,
Q9UN79,Q9UN79,9580,,,
Q9UH17,Q9UH17,9582,,,
Q9Y227,Q9Y227,9583,,,
Q14498,Q14498,9584,,,
Q96Q89,Q96Q89,9585,,,
Q02930,Q02930,9586,,,
V9HWC7,V9HWC7,9588,,,
P29965,P29965,959,,,
Q86TJ9,Q86TJ9,9590,,,
P16070,P16070,960,,,
P13667,P13667,9601,,,
Q9Y4A8,Q9Y4A8,9603,,,
Q9UBS8,Q9UBS8,9604,,,
O95755,O95755,9609,,,
Q08722,Q08722,961,,,
Q13671,Q13671,9610,,,
Q6PGR4,Q6PGR4,9611,,,
Q9Y618,Q9Y618,9612,,,
Q9Y2T3,Q9Y2T3,9615,,,
Q9UBF6,Q9UBF6,9616,,,
O75570,O75570,9617,,,
Q9BUZ4,Q9BUZ4,9618,,,
P45844,P45844,9619,,,
A0A087X1S7,A0A087X1S7,962,,,
Q9NYQ6,Q9NYQ6,9620,,,
Q9Y5K2,Q9Y5K2,9622,,,
O95988,O95988,9623,,,
Q6ZMQ8,Q6ZMQ8,9625,,,
O95843,O95843,9626,,,
Q9Y6H5,Q9Y6H5,9627,,,
Q2M3K2,Q2M3K2,9628,,,
P19397,P19397,963,,,
O95837,O95837,9630,,,
E9PF10,E9PF10,9631,,,
P53992,P53992,9632,,,
Q9UQC9,Q9UQC9,9635,,,
P05161,P05161,9636,,,
O15013,O15013,9639,,,
Q92610,Q92610,9640,,,
Q14164,Q14164,9641,,,
Q15014,Q15014,9643,,,
Q6PD62,Q6PD62,9646,,,
P49593,P49593,9647,,,
P19256,P19256,965,,,
O75038,O75038,9651,,,
Q6PGP7,Q6PGP7,9652,,,
Q7LGA3,Q7LGA3,9653,,,
Q14679,Q14679,9654,,,
O75159,O75159,9655,,,
Q15051,Q15051,9657,,,
Q5VU43,Q5VU43,9659,,,
Q6FHM9,Q6FHM9,966,,,
Q66GS9,Q66GS9,9662,,,
Q92539,Q92539,9663,,,
Q9Y4F3,Q9Y4F3,9665,,,
Q86Y13,Q86Y13,9666,,,
O94892,O94892,9668,,,
Q8N5A0,Q8N5A0,9669,,,
P08962,P08962,967,,,
O75056,O75056,9672,,,
Q96H78,Q96H78,9673,,,
Q96RS0,Q96RS0,96764,,,
Q6PFW1,Q6PFW1,9677,,,
P34810,P34810,968,,,
O75164,O75164,9682,,,
Q8N1F7,Q8N1F7,9688,,,
Q53ZX0,Q53ZX0,969,,,
Q15386,Q15386,9690,,,
O15091,O15091,9692,,,
Q9Y4G8,Q9Y4G8,9693,,,
Q92611,Q92611,9695,,,
Q5TZA2,Q5TZA2,9696,,,
Q14671,Q14671,9698,,,
Q9UQ26,Q9UQ26,9699,,,
P07311,P07311,97,,,
P32970,P32970,970,,,
Q14674,Q14674,9700,,,
O75170,O75170,9701,,,
Q86XR8,Q86XR8,9702,,,
Q8IYT8,Q8IYT8,9706,,,
Q9Y5G5,Q9Y5G5,9708,,,
Q15011,Q15011,9709,,,
Q5TLG3,Q5TLG3,971,,,
Q92622,Q92622,9711,,,
O60306,O60306,9716,,,
O60344,O60344,9718,,,
P04233,P04233,972,,,
O75052,O75052,9722,,,
O15041,O15041,9723,,,
Q5TAP6,Q5TAP6,9724,,,
O75154,O75154,9727,,,
P11912,P11912,973,,,
Q9Y4B6,Q9Y4B6,9730,,,
O60308,O60308,9731,,,
Q8N1I0,Q8N1I0,9732,,,
Q9UKV0,Q9UKV0,9734,,,
P50748,P50748,9735,,,
Q70CQ2,Q70CQ2,9736,,,
O43303,O43303,9738,,,
O15047,O15047,9739,,,
P40259,P40259,974,,,
Q6IBP4,Q6IBP4,9741,,,
Q96RY7,Q96RY7,9742,,,
Q15027,Q15027,9744,,,
Q9H2G2,Q9H2G2,9748,,,
P60033,P60033,975,,,
Q9Y5H5,Q9Y5H5,9752,,,
A7MCY6,A7MCY6,9755,,,
Q9UMN6,Q9UMN6,9757,,,
P56524,P56524,9759,,,
P48960,P48960,976,,,
Q7Z3T8,Q7Z3T8,9765,,,
Q6ZNZ0,Q6ZNZ0,977,,,
P50749,P50749,9770,,,
Q92565,Q92565,9771,,,
Q9NYF8,Q9NYF8,9774,,,
P38919,P38919,9775,,,
O75143,O75143,9776,,,
Q92544,Q92544,9777,,,
Q92609,Q92609,9779,,,
P32320,P32320,978,,,
P50876,P50876,9781,,,
P43243,P43243,9782,,,
Q9UJD0,Q9UJD0,9783,,,
B4DTB8,B4DTB8,9784,,,
Q92620,Q92620,9785,,,
Q15398,Q15398,9787,,,
Q15005,Q15005,9789,,,
Q14692,Q14692,9790,,,
P48651,P48651,9791,,,
Q14008,Q14008,9793,,,
Q92585,Q92585,9794,,,
Q93075,Q93075,9797,,,
P53990,P53990,9798,,,
P14621,P14621,98,,,
P49406,P49406,9801,,,
Q15388,Q15388,9804,,,
Q12765,Q12765,9805,,,
Q92563,Q92563,9806,,,
Q92551,Q92551,9807,,,
O75150,O75150,9810,,,
A8K8P3,A8K8P3,9814,,,
Q14161,Q14161,9815,,,
Q14146,Q14146,9816,,,
Q14145,Q14145,9817,,,
Q9BVL2,Q9BVL2,9818,,,
Q14999,Q14999,9820,,,
Q8TDY2,Q8TDY2,9821,,,
Q9UM82,Q9UM82,9825,,,
O15085,O15085,9826,,,
O75061,O75061,9829,,,
B7Z3D6,B7Z3D6,983,,,
Q14142,Q14142,9830,,,
O75123,O75123,9831,,,
Q14680,Q14680,9833,,,
O60294,O60294,9836,,,
Q14691,Q14691,9837,,,
O60315,O60315,9839,,,
B7ZVY7,B7ZVY7,984,,,
O43167,O43167,9841,,,
Q9BQS7,Q9BQS7,9843,,,
Q92556,Q92556,9844,,,
Q9UQC2,Q9UQC2,9846,,,
O94887,O94887,9855,,,
Q5VT06,Q5VT06,9857,,,
Q5T8A7,Q5T8A7,9858,,,
Q5SW79,Q5SW79,9859,,,
Q15008,Q15008,9861,,,
O75448,O75448,9862,,,
Q86UL8,Q86UL8,9863,,,
O15016,O15016,9866,,,
O43164,O43164,9867,,,
O94826,O94826,9868,,,
Q15047,Q15047,9869,,,
O94855,O94855,9871,,,
Q9UKI8,Q9UKI8,9874,,,
O60287,O60287,9875,,,
Q7L014,Q7L014,9879,,,
Q99459,Q99459,988,,,
O15060,O15060,9880,,,
O60343,O60343,9882,,,
Q96HA1,Q96HA1,9883,,,
O94844,O94844,9886,,,
Q92540,Q92540,9887,,,
A8K3D0,A8K3D0,989,,,
Q7Z2D5,Q7Z2D5,9890,,,
O60285,O60285,9891,,,
Q9Y4R8,Q9Y4R8,9894,,,
Q12768,Q12768,9897,,,
Q7L1I2,Q7L1I2,9899,,,
Q99741,Q99741,990,,,
Q7L0J3,Q7L0J3,9900,,,
O43295,O43295,9901,,,
Q9UBG0,Q9UBG0,9902,,,
Q9UJP4,Q9UJP4,9903,,,
Q9Y4C8,Q9Y4C8,9904,,,
P0CK97,P0CK97,9906,,,
O43299,O43299,9907,,,
Q12834,Q12834,991,,,
O94864,O94864,9913,,,
O75185,O75185,9914,,,
X5DQN9,X5DQN9,9915,,,
Q15021,Q15021,9918,,,
O94819,O94819,9920,,,
Q6DN90,Q6DN90,9922,,,
Q9NUA8,Q9NUA8,9923,,,
Q504Q3,Q504Q3,9924,,,
Q5T942,Q5T942,9925,,,
Q92604,Q92604,9926,,,
O95140,O95140,9927,,,
Q15058,Q15058,9928,,,
Q15040,Q15040,9929,,,
P30304,P30304,993,,,
Q15397,Q15397,9933,,,
Q15391,Q15391,9934,,,
Q9Y5Q3,Q9Y5Q3,9935,,,
Q8IX05,Q8IX05,9936,,,
Q6PJP8,Q6PJP8,9937,,,
Q9Y5S9,Q9Y5S9,9939,,,
B4DIG0,B4DIG0,994,,,
Q9Y2C4,Q9Y2C4,9941,,,
O75191,O75191,9942,,,
O95747,O95747,9943,,,
O94808,O94808,9945,,,
P30307,P30307,995,,,
Q9Y661,Q9Y661,9951,,,
Q9Y662,Q9Y662,9953,,,
Q9Y663,Q9Y663,9955,,,
Q9Y278,Q9Y278,9956,,,
O14792,O14792,9957,,,
Q9Y4E8,Q9Y4E8,9958,,,
P30260,P30260,996,,,
Q9Y6I4,Q9Y6I4,9960,,,
X5DNU0,X5DNU0,9961,,,
Q9UGH3,Q9UGH3,9962,,,
Q9UHI7,Q9UHI7,9963,,,
O95750,O95750,9965,,,
O95150,O95150,9966,,,
Q9Y2W1,Q9Y2W1,9967,,,
Q93074,Q93074,9968,,,
Q9UHV7,Q9UHV7,9969,,,
P49427,P49427,997,,,
Q14994,Q14994,9970,,,
Q96RI1,Q96RI1,9971,,,
P49790,P49790,9972,,,
O14618,O14618,9973,,,
B4DXD3,B4DXD3,9975,,,
Q92478,Q92478,9976,,,
P62877,P62877,9978,,,
P60953,P60953,998,,,
Q96FV9,Q96FV9,9984,,,
O95072,O95072,9985,,,
Q9Y256,Q9Y256,9986,,,
O14979,O14979,9987,,,
Q8TF05,Q8TF05,9989,,,
P12830,P12830,999,,,
Q9UHW9,Q9UHW9,9990,,,
O95758,O95758,9991,,,
Q9Y6J6,Q9Y6J6,9992,,,
O43819,O43819,9997,,,
"P15538","P15538",,,
"P08100","P08100",,,
"Q8IWL2","Q8IWL2",,,
"Q8IWL1","Q8IWL1",,,
"P11712","P11712",,,
"O15537","O15537",,,
"P20941","P20941",,,
"P10632","P10632",,,
"Q03395","Q03395",,,
"Q0VAF6","Q0VAF6",,,
"P23942","P23942",,,
"P47804","P47804",,,
"P08217","P08217",,,
"Q9NZN9","Q9NZN9",,,
"A6NMY6","A6NMY6",,,
"P16520","P16520",,,
"P01298","P01298",,,
"P40313","P40313",,,
"P10997","P10997",,,
"Q15726","Q15726",,,
"P11465","P11465",,,
"P43320","P43320",,,
"Q9P126","Q9P126",,,
"P08218","P08218",,,
"P11912","P11912",,,
"Q00887","Q00887",,,
"P04001","P04001",,,
"P04000","P04000",,,
"Q7Z7G2","Q7Z7G2",,,
"P02814","P02814",,,
"Q5QGZ9","Q5QGZ9",,,
"Q6UXC1","Q6UXC1",,,
"Q7RTS1","Q7RTS1",,,
"Q16557","Q16557",,,
"P19099","P19099",,,
"P60022","P60022",,,
"Q96QR1","Q96QR1",,,
"P01308","P01308",,,
"P33261","P33261",,,
"Q8WXA2","Q8WXA2",,,
"Q15722","Q15722",,,
"Q8IVA1","Q8IVA1",,,
"P11464","P11464",,,
"P20813","P20813",,,
"Q6VVX0","Q6VVX0",,,
"P08254","P08254",,,
"Q02548","Q02548",,,
"O75309","O75309",,,
"P56856","P56856",,,
"P18545","P18545",,,
"P08686","P08686",,,
"A8MQ03","A8MQ03",,,
"P31941","P31941",,,
"P20151","P20151",,,
"P35243","P35243",,,
"Q9NQ38","Q9NQ38",,,
"Q8N461","Q8N461",,,
"P23677","P23677",,,
"Q5JQS6","Q5JQS6",,,
"Q53GA4","Q53GA4",,,
"O75916","O75916",,,
"P43080","P43080",,,
"Q96RI0","Q96RI0",,,
"F8WCM5","F8WCM5",,,
"Q15389","Q15389",,,
"P01236","P01236",,,
"O15245","O15245",,,
"Q6ZS82","Q6ZS82",,,
"Q2TBA0","Q2TBA0",,,
"Q8WXS5","Q8WXS5",,,
"Q13621","Q13621",,,
"P28325","P28325",,,
"Q96GT9","Q96GT9",,,
"Q96RJ3","Q96RJ3",,,
"P21854","P21854",,,
"Q13203","Q13203",,,
"Q6UXB4","Q6UXB4",,,
"O75365","O75365",,,
"O75830","O75830",,,
"O14926","O14926",,,
"O43435","O43435",,,
"Q9NZV6","Q9NZV6",,,
"P17693","P17693",,,
"Q495M3","Q495M3",,,
"Q07108","Q07108",,,
"Q00888","Q00888",,,
"GFP_AEQVI","GFP_AEQVI",,,
"Q96QH8","Q96QH8",,,
"P21941","P21941",,,
"Q9C010","Q9C010",,,
"Q8N8L6","Q8N8L6",,,
"O43184","O43184",,,
"P28329","P28329",,,
"P20366","P20366",,,
"O15244","O15244",,,
"P24385","P24385",,,
"Q8WW62","Q8WW62",,,
"Q96T59","Q96T59",,,
"Q9UKJ1","Q9UKJ1",,,
"P53673","P53673",,,
"Q07699","Q07699",,,
"Q6UWY2","Q6UWY2",,,
"Q5MJ09","Q5MJ09",,,
"Q8WTQ7","Q8WTQ7",,,
"O00322","O00322",,,
"O60894","O60894",,,
"P35575","P35575",,,
"Q9UK85","Q9UK85",,,
"Q9UBM4","Q9UBM4",,,
"Q7L513","Q7L513",,,
"O95976","O95976",,,
"O00476","O00476",,,
"O14718","O14718",,,
"P25874","P25874",,,
"O43315","O43315",,,
"B3EWG4","B3EWG4",,,
"B3EWG3","B3EWG3",,,
"B3EWG6","B3EWG6",,,
"B3EWG5","B3EWG5",,,
"P55056","P55056",,,
"Q9BU79","Q9BU79",,,
"O43320","O43320",,,
"Q6ZP80","Q6ZP80",,,
"A6NIN4","A6NIN4",,,
"O75344","O75344",,,
"Q9NR71","Q9NR71",,,
"O14894","O14894",,,
"Q9H4G1","Q9H4G1",,,
"Q8N635","Q8N635",,,
"Q8TAT2","Q8TAT2",,,
"A6NLE4","A6NLE4",,,
"Q5H943","Q5H943",,,
"Q9UHF3","Q9UHF3",,,
"O60516","O60516",,,
"O75841","O75841",,,
"O75871","O75871",,,
"Q969E3","Q969E3",,,
"Q9UPY5","Q9UPY5",,,
"Q9UQV4","Q9UQV4",,,
"P24071","P24071",,,
"Q6UX82","Q6UX82",,,
"Q9Y5X4","Q9Y5X4",,,
"Q16674","Q16674",,,
"Q9UHV2","Q9UHV2",,,
"Q9Y2B4","Q9Y2B4",,,
"Q5VXU1","Q5VXU1",,,
"Q15238","Q15238",,,
"P54219","P54219",,,
"P54107","P54107",,,
"Q9NZI2","Q9NZI2",,,
"P10075","P10075",,,
"O60397","O60397",,,
"P11488","P11488",,,
"P57771","P57771",,,
"P32246","P32246",,,
"Q9H503","Q9H503",,,
"Q9GZR5","Q9GZR5",,,
"Q9UQ72","Q9UQ72",,,
"O00526","O00526",,,
"P12018","P12018",,,
"Q96IS3","Q96IS3",,,
"P58304","P58304",,,
"A1A4G5","A1A4G5",,,
"P23560","P23560",,,
"Q92478","Q92478",,,
"Q674R7","Q674R7",,,
"Q9Y6G1","Q9Y6G1",,,
"Q9UHV8","Q9UHV8",,,
"Q9UQ74","Q9UQ74",,,
"P0C0P6","P0C0P6",,,
"Q9ULR5","Q9ULR5",,,
"Q5FWE3","Q5FWE3",,,
"Q8N6R1","Q8N6R1",,,
"P46059","P46059",,,
"Q9NRA1","Q9NRA1",,,
"A6NDA9","A6NDA9",,,
"Q8NCV1","Q8NCV1",,,
"Q9BZG2","Q9BZG2",,,
"Q5SSG8","Q5SSG8",,,
"Q9UJG1","Q9UJG1",,,
"Q6UWQ5","Q6UWQ5",,,
"Q7Z4W2","Q7Z4W2",,,
"Q8WXQ8","Q8WXQ8",,,
"Q15004","Q15004",,,
"Q6ISS4","Q6ISS4",,,
"Q6Q4G3","Q6Q4G3",,,
"P0CG13","P0CG13",,,
"PEPA_BOVIN","PEPA_BOVIN",,,
"Q96GR4","Q96GR4",,,
"E9PGG2","E9PGG2",,,
"Q8IZT9","Q8IZT9",,,
"O43247","O43247",,,
"Q1ZYL8","Q1ZYL8",,,
"O43186","O43186",,,
"A6NEK1","A6NEK1",,,
"Q99884","Q99884",,,
"Q9BRI3","Q9BRI3",,,
"P42830","P42830",,,
"Q13241","Q13241",,,
"Q53H76","Q53H76",,,
"Q6UWB4","Q6UWB4",,,
"Q86TU6","Q86TU6",,,
"Q7Z7J9","Q7Z7J9",,,
"Q99941","Q99941",,,
"P10745","P10745",,,
"Q17R60","Q17R60",,,
"O60356","O60356",,,
"P56180","P56180",,,
"Q96LA6","Q96LA6",,,
"P50222","P50222",,,
"P58511","P58511",,,
"P01719","P01719",,,
"Q8N7B1","Q8N7B1",,,
"H3BR10","H3BR10",,,
"O95990","O95990",,,
"Q8WWB5","Q8WWB5",,,
"P35414","P35414",,,
"Q6ICH7","Q6ICH7",,,
"Q7Z7C7","Q7Z7C7",,,
"Q4G0N0","Q4G0N0",,,
"P19876","P19876",,,
"Q9UHA7","Q9UHA7",,,
"O60285","O60285",,,
"Q96AW1","Q96AW1",,,
"P55064","P55064",,,
"K7EJ46","K7EJ46",,,
"P0CG37","P0CG37",,,
"P0CG36","P0CG36",,,
"Q58A44","Q58A44",,,
"P0C851","P0C851",,,
"Q8N1V2","Q8N1V2",,,
"Q9HBA0","Q9HBA0",,,
"O95971","O95971",,,
"P60321","P60321",,,
"P05113","P05113",,,
"Q9BYQ8","Q9BYQ8",,,
"P81172","P81172",,,
"Q9NQ92","Q9NQ92",,,
"Q8IYJ0","Q8IYJ0",,,
"Q86SG5","Q86SG5",,,
"Q86UW2","Q86UW2",,,
"O94779","O94779",,,
"Q8TDR4","Q8TDR4",,,
"Q8WUS8","Q8WUS8",,,
"P24530","P24530",,,
"Q9BSG5","Q9BSG5",,,
"Q9UHD4","Q9UHD4",,,
"Q96J87","Q96J87",,,
"Q9BU68","Q9BU68",,,
"O75631","O75631",,,
"P07492","P07492",,,
"Q9Y397","Q9Y397",,,
"Q96L14","Q96L14",,,
"P01229","P01229",,,
"P54855","P54855",,,
"Q86T20","Q86T20",,,
"Q9NTU7","Q9NTU7",,,
"P11245","P11245",,,
"P18054","P18054",,,
"Q12952","Q12952",,,
"Q92956","Q92956",,,
"Q8NEA4","Q8NEA4",,,
"Q8WWY8","Q8WWY8",,,
"Q9Y3M2","Q9Y3M2",,,
"Q9UKR8","Q9UKR8",,,
"Q0VDE8","Q0VDE8",,,
"A8MYB1","A8MYB1",,,
"Q6E0U4","Q6E0U4",,,
"Q92966","Q92966",,,
"A8MYZ5","A8MYZ5",,,
"P40238","P40238",,,
"Q8N4C0","Q8N4C0",,,
"Q02747","Q02747",,,
"Q96HG1","Q96HG1",,,
"Q9HBW0","Q9HBW0",,,
"Q7Z5V6","Q7Z5V6",,,
"Q9NPG2","Q9NPG2",,,
"Q14093","Q14093",,,
"Q8N6F7","Q8N6F7",,,
"Q96PT4","Q96PT4",,,
"Q9NYR8","Q9NYR8",,,
"P23280","P23280",,,
"Q96MA1","Q96MA1",,,
"P0C8F1","P0C8F1",,,
"Q13829","Q13829",,,
"P43699","P43699",,,
"A6NM10","A6NM10",,,
"Q8IXF9","Q8IXF9",,,
"A8MV24","A8MV24",,,
"P57796","P57796",,,
"Q8WUE5","Q8WUE5",,,
"P55197","P55197",,,
"Q8TC36","Q8TC36",,,
"P55774","P55774",,,
"Q15649","Q15649",,,
"Q96M66","Q96M66",,,
"O00590","O00590",,,
"Q8N2G4","Q8N2G4",,,
"P06734","P06734",,,
"Q02080","Q02080",,,
"Q7Z6W1","Q7Z6W1",,,
"Q5VVB8","Q5VVB8",,,
"Q9NRJ3","Q9NRJ3",,,
"P14091","P14091",,,
"O15335","O15335",,,
"Q53HL2","Q53HL2",,,
"Q13585","Q13585",,,
"A8MT69","A8MT69",,,
"Q03014","Q03014",,,
"P48304","P48304",,,
"B1ATL7","B1ATL7",,,
"Q9BUW7","Q9BUW7",,,
"Q9Y5Q6","Q9Y5Q6",,,
"Q9UQ53","Q9UQ53",,,
"Q9NSE2","Q9NSE2",,,
"P49221","P49221",,,
"Q9BZC1","Q9BZC1",,,
"Q5MJ08","Q5MJ08",,,
"Q9Y6Y9","Q9Y6Y9",,,
"P0DKX4","P0DKX4",,,
"Q7Z388","Q7Z388",,,
"P26441","P26441",,,
"Q9Y2A9","Q9Y2A9",,,
"Q86Y01","Q86Y01",,,
"Q7Z5B4","Q7Z5B4",,,
"Q8WVF5","Q8WVF5",,,
"A0PJX0","A0PJX0",,,
"Q6NVV1","Q6NVV1",,,
"Q6UWF3","Q6UWF3",,,
"Q4KMG9","Q4KMG9",,,
"P49767","P49767",,,
"Q9NNZ6","Q9NNZ6",,,
"Q9P0J6","Q9P0J6",,,
"Q5VZQ5","Q5VZQ5",,,
"Q8NFL0","Q8NFL0",,,
"Q6ZTI6","Q6ZTI6",,,
"P38936","P38936",,,
"Q8N1I8","Q8N1I8",,,
"P35557","P35557",,,
"Q96DR4","Q96DR4",,,
"Q5T6F0","Q5T6F0",,,
"Q8IU99","Q8IU99",,,
"O75459","O75459",,,
"Q9NXF7","Q9NXF7",,,
"Q8N8J0","Q8N8J0",,,
"P29017","P29017",,,
"A6NJI1","A6NJI1",,,
"A1A519","A1A519",,,
"Q9Y328","Q9Y328",,,
"Q96E16","Q96E16",,,
"Q569K4","Q569K4",,,
"Q6NW40","Q6NW40",,,
"Q6ZUS6","Q6ZUS6",,,
"Q96C55","Q96C55",,,
"Q93015","Q93015",,,
"O60928","O60928",,,
"Q6ZUI0","Q6ZUI0",,,
"A8MUX0","A8MUX0",,,
"Q8NH81","Q8NH81",,,
"Q6DCA0","Q6DCA0",,,
"Q5SV97","Q5SV97",,,
"Q8N2R8","Q8N2R8",,,
"Q14973","Q14973",,,
"Q76G19","Q76G19",,,
"B0FP48","B0FP48",,,
"P60006","P60006",,,
"Q86V35","Q86V35",,,
"Q8IYX7","Q8IYX7",,,
"O60225","O60225",,,
"O00585","O00585",,,
"H3BRN8","H3BRN8",,,
"A6NGB0","A6NGB0",,,
"P17542","P17542",,,
"Q9BZM4","Q9BZM4",,,
"Q9NQT6","Q9NQT6",,,
"P39905","P39905",,,
"O95264","O95264",,,
"P01258","P01258",,,
"P38567","P38567",,,
"A8MU93","A8MU93",,,
"Q9H1C3","Q9H1C3",,,
"Q96CW9","Q96CW9",,,
"P20382","P20382",,,
"P13349","P13349",,,
"Q15078","Q15078",,,
"Q96EQ8","Q96EQ8",,,
"Q14507","Q14507",,,
"Q9NV29","Q9NV29",,,
"P20265","P20265",,,
"P43166","P43166",,,
"Q29718","Q29718",,,
"P78337","P78337",,,
"Q13156","Q13156",,,
"Q504U0","Q504U0",,,
"Q96MT4","Q96MT4",,,
"Q7Z4M0","Q7Z4M0",,,
"Q9NPU4","Q9NPU4",,,
"Q6P2N6","Q6P2N6",,,
"Q86X59","Q86X59",,,
"Q6PIY5","Q6PIY5",,,
"Q6QHC5","Q6QHC5",,,
"P01716","P01716",,,
"P32243","P32243",,,
"Q52LA3","Q52LA3",,,
"P56282","P56282",,,
"A0JLT2","A0JLT2",,,
"P01854","P01854",,,
"Q5TEZ5","Q5TEZ5",,,
"Q9H840","Q9H840",,,
"P57077","P57077",,,
"Q9BXU3","Q9BXU3",,,
"Q9H9P2","Q9H9P2",,,
"Q8WUB2","Q8WUB2",,,
"Q96L94","Q96L94",,,
"Q8NFK1","Q8NFK1",,,
"Q6PIV7","Q6PIV7",,,
"Q6P050","Q6P050",,,
"O60519","O60519",,,
"Q8TC94","Q8TC94",,,
"Q8IZ02","Q8IZ02",,,
"P07315","P07315",,,
"A6NFX1","A6NFX1",,,
"Q01718","Q01718",,,
"Q16696","Q16696",,,
"Q8IZ63","Q8IZ63",,,
"Q15109","Q15109",,,
"Q8N6Q1","Q8N6Q1",,,
"Q02575","Q02575",,,
"Q6UWF7","Q6UWF7",,,
"P51955","P51955",,,
"O60676","O60676",,,
"Q15012","Q15012",,,
"Q9NYZ3","Q9NYZ3",,,
"F2Z333","F2Z333",,,
"P19235","P19235",,,
"Q8NA03","Q8NA03",,,
"Q96H86","Q96H86",,,
"Q6P656","Q6P656",,,
"Q9BWM5","Q9BWM5",,,
"Q8IV42","Q8IV42",,,
"Q8N2A0","Q8N2A0",,,
"Q8N729","Q8N729",,,
"P53672","P53672",,,
"Q16520","Q16520",,,
"P28562","P28562",,,
"P20264","P20264",,,
"Q6UXY1","Q6UXY1",,,
"Q3V5L5","Q3V5L5",,,
"P07911","P07911",,,
"Q9P1U0","Q9P1U0",,,
"Q9NR00","Q9NR00",,,
"Q96M98","Q96M98",,,
"Q9BW11","Q9BW11",,,
"A8MTL0","A8MTL0",,,
"Q96JT2","Q96JT2",,,
"Q7L4P6","Q7L4P6",,,
"Q6ZNR0","Q6ZNR0",,,
"Q8TCY5","Q8TCY5",,,
"P39900","P39900",,,
"O95389","O95389",,,
"Q7L3S4","Q7L3S4",,,
"P60008","P60008",,,
"A6PVI3","A6PVI3",,,
"P01222","P01222",,,
"A6NIE9","A6NIE9",,,
"Q9H1J5","Q9H1J5",,,
"Q96LW4","Q96LW4",,,
"Q9H633","Q9H633",,,
"Q69YI7","Q69YI7",,,
"Q9NYA1","Q9NYA1",,,
"O75638","O75638",,,
"Q9NRJ7","Q9NRJ7",,,
"P01733","P01733",,,
"Q9Y257","Q9Y257",,,
"Q2VYF4","Q2VYF4",,,
"Q9HC57","Q9HC57",,,
"P57054","P57054",,,
"Q13066","Q13066",,,
"Q9HBW1","Q9HBW1",,,
"A8MZ36","A8MZ36",,,
"O95073","O95073",,,
"O76087","O76087",,,
"P0CL82","P0CL82",,,
"P0CL81","P0CL81",,,
"P0CL80","P0CL80",,,
"P09341","P09341",,,
"Q9NWH2","Q9NWH2",,,
"Q8N2Z9","Q8N2Z9",,,
"Q9UI95","Q9UI95",,,
"Q13351","Q13351",,,
"O43921","O43921",,,
"Q9UKJ5","Q9UKJ5",,,
"Q9P2V4","Q9P2V4",,,
"Q8IV03","Q8IV03",,,
"Q10587","Q10587",,,
"Q86SQ6","Q86SQ6",,,
"P26367","P26367",,,
"Q8IZJ6","Q8IZJ6",,,
"Q9NXL6","Q9NXL6",,,
"P42081","P42081",,,
"B4DS77","B4DS77",,,
"P12872","P12872",,,
"P23416","P23416",,,
"P14138","P14138",,,
"Q96A56","Q96A56",,,
"Q9UL52","Q9UL52",,,
"O75896","O75896",,,
"A1L429","A1L429",,,
"Q86XT9","Q86XT9",,,
"Q8TBZ9","Q8TBZ9",,,
"Q8IX06","Q8IX06",,,
"Q569G3","Q569G3",,,
"P26715","P26715",,,
"Q9NPI0","Q9NPI0",,,
"A6NLU5","A6NLU5",,,
"Q9BXN2","Q9BXN2",,,
"P40617","P40617",,,
"Q9Y252","Q9Y252",,,
"P01713","P01713",,,
"Q7Z5U6","Q7Z5U6",,,
"Q8N1L4","Q8N1L4",,,
"Q15198","Q15198",,,
"Q8IUH2","Q8IUH2",,,
"Q5XLA6","Q5XLA6",,,
"O15409","O15409",,,
"Q8NAV2","Q8NAV2",,,
"Q6X4W1","Q6X4W1",,,
"Q16533","Q16533",,,
